"BookID","AuthorID"
"1","84610"
"1","71183"
"2","61347"
"3","51579"
"3","93480"
"4","109114"
"5","43529"
"6","53391"
"6","91493"
"6","28687"
"7","55639"
"7","37388"
"8","6062"
"8","49209"
"8","17390"
"9","87119"
"10","17304"
"10","65792"
"10","69175"
"11","19703"
"12","4966"
"12","64449"
"13","74386"
"13","96219"
"14","32973"
"14","82648"
"14","764"
"15","20913"
"15","21359"
"15","17520"
"16","64887"
"17","32377"
"17","52749"
"17","10652"
"18","88798"
"19","42124"
"19","27703"
"20","7517"
"20","83557"
"20","49274"
"21","13295"
"22","54814"
"22","14667"
"22","86103"
"23","71362"
"23","96517"
"23","32088"
"24","101614"
"24","31539"
"24","54467"
"25","48780"
"25","11137"
"25","83285"
"26","81182"
"26","89413"
"26","61403"
"27","6356"
"28","107272"
"28","105990"
"29","57103"
"29","101688"
"29","36510"
"30","109076"
"31","63655"
"31","5449"
"31","50529"
"32","89675"
"33","83615"
"33","27949"
"34","44262"
"35","41049"
"35","89807"
"35","55270"
"36","102291"
"36","104120"
"37","12195"
"37","40591"
"37","15881"
"38","25945"
"39","56046"
"39","35174"
"39","2968"
"40","20610"
"40","38208"
"40","41965"
"41","86861"
"41","99044"
"42","46310"
"42","45350"
"43","40851"
"43","20364"
"43","5974"
"44","32056"
"44","69473"
"44","43839"
"45","51937"
"45","72959"
"45","4983"
"46","87125"
"46","24494"
"47","50398"
"47","64185"
"47","28609"
"48","15967"
"48","55349"
"49","69280"
"50","108275"
"50","18719"
"51","33391"
"51","92883"
"52","35039"
"53","47090"
"53","45393"
"54","4423"
"54","67079"
"55","66003"
"56","92466"
"56","107692"
"56","46134"
"57","10016"
"57","109765"
"58","2621"
"59","85844"
"59","32115"
"59","63334"
"60","34211"
"60","82828"
"61","70258"
"61","92417"
"61","76080"
"62","39358"
"62","79960"
"62","90909"
"63","103993"
"63","57361"
"63","84363"
"64","50032"
"64","44775"
"64","61006"
"65","30670"
"65","19189"
"65","70619"
"66","108792"
"66","12304"
"67","66569"
"67","16722"
"68","80842"
"68","49838"
"69","16581"
"69","22296"
"70","16196"
"70","79614"
"70","1576"
"71","1422"
"71","17313"
"72","106638"
"72","88483"
"72","52913"
"73","28526"
"74","107411"
"74","86322"
"74","38291"
"75","13280"
"76","71050"
"76","71383"
"77","51024"
"77","67430"
"78","10799"
"78","80280"
"79","19102"
"79","50705"
"80","79974"
"80","102289"
"81","34631"
"82","26072"
"82","58466"
"82","30625"
"83","105672"
"84","21924"
"84","95005"
"85","108204"
"85","93244"
"85","66934"
"86","107249"
"86","46169"
"86","48036"
"87","45790"
"87","90561"
"87","63863"
"88","53027"
"88","46026"
"88","25094"
"89","100286"
"90","21140"
"91","35561"
"91","95936"
"92","109390"
"93","107262"
"93","47954"
"94","80908"
"94","38737"
"94","55362"
"95","107964"
"95","89673"
"95","17242"
"96","59267"
"96","6725"
"96","2928"
"97","18163"
"97","23492"
"98","47871"
"99","42483"
"99","100843"
"100","53512"
"100","108200"
"100","70650"
"101","109944"
"102","1891"
"102","76341"
"102","106293"
"103","102687"
"103","78210"
"103","16990"
"104","90381"
"104","70800"
"105","109972"
"106","69487"
"106","1186"
"106","86343"
"107","55445"
"107","95879"
"108","25166"
"109","79088"
"109","100079"
"109","87250"
"110","54434"
"111","81209"
"111","13783"
"111","43654"
"112","73103"
"112","20421"
"112","60259"
"113","70759"
"113","84248"
"114","32882"
"114","74050"
"115","104672"
"115","70667"
"116","10328"
"116","88621"
"117","96391"
"118","33523"
"118","48560"
"118","10873"
"119","53748"
"119","32099"
"119","42333"
"120","55393"
"121","23791"
"121","96844"
"122","10111"
"123","24352"
"123","48090"
"124","109082"
"124","16960"
"125","1982"
"125","35891"
"126","366"
"126","14077"
"126","61918"
"127","105568"
"128","33533"
"128","80828"
"129","3478"
"129","36427"
"130","57635"
"130","49443"
"131","77870"
"132","8337"
"133","60695"
"134","9829"
"135","92262"
"136","45946"
"136","54355"
"136","33073"
"137","28266"
"137","107676"
"138","90799"
"139","13195"
"140","2728"
"140","21790"
"140","88604"
"141","109168"
"141","38450"
"142","63397"
"142","102928"
"142","2913"
"143","77491"
"143","82099"
"143","108797"
"144","29058"
"144","102425"
"145","67513"
"146","64627"
"147","102131"
"147","49309"
"147","4352"
"148","14178"
"148","20413"
"148","5697"
"149","23518"
"150","100178"
"150","56377"
"151","61314"
"152","100771"
"152","79867"
"153","82444"
"153","9789"
"154","46644"
"154","71752"
"154","92700"
"155","65894"
"155","109907"
"155","105453"
"156","45885"
"156","88258"
"157","35893"
"157","88413"
"158","66758"
"158","41988"
"159","52617"
"159","9344"
"159","41861"
"160","31151"
"160","18172"
"161","18488"
"161","100657"
"162","91987"
"163","97527"
"164","5634"
"164","67722"
"164","6878"
"165","84849"
"166","67605"
"166","42416"
"166","76198"
"167","22430"
"167","83770"
"168","89697"
"169","44078"
"169","98883"
"169","22086"
"170","103653"
"170","47789"
"170","2061"
"171","52185"
"172","58213"
"172","35350"
"172","25966"
"173","107239"
"173","4667"
"174","47195"
"175","103834"
"175","17974"
"176","8480"
"176","27670"
"177","49539"
"177","39226"
"177","99866"
"178","91676"
"178","39447"
"178","26497"
"179","108623"
"180","4038"
"180","2188"
"181","100988"
"181","5375"
"182","58317"
"182","42751"
"183","32734"
"183","107953"
"184","27751"
"185","46697"
"185","35821"
"186","64198"
"186","10709"
"186","73956"
"187","38619"
"187","63664"
"188","33751"
"188","50621"
"189","63754"
"189","37810"
"189","107901"
"190","62360"
"190","87232"
"191","8857"
"191","18426"
"192","55383"
"193","109994"
"193","31710"
"194","26760"
"194","53024"
"194","72099"
"195","2910"
"196","84709"
"196","66372"
"197","24791"
"198","77854"
"198","93803"
"199","107648"
"199","4399"
"199","101586"
"200","9976"
"200","101295"
"201","89709"
"202","109959"
"203","62633"
"204","76694"
"204","87389"
"204","72114"
"205","14291"
"206","64594"
"207","40338"
"208","82678"
"208","104038"
"209","99608"
"209","41610"
"210","11355"
"210","70153"
"210","43395"
"211","66128"
"211","54608"
"212","33775"
"212","5605"
"213","81162"
"213","57148"
"213","72728"
"214","73922"
"215","1064"
"215","12469"
"215","95351"
"216","82737"
"217","16716"
"217","92893"
"217","104340"
"218","61983"
"218","4799"
"218","91272"
"219","19321"
"220","85335"
"220","10044"
"220","87847"
"221","53711"
"222","84008"
"222","28018"
"222","85992"
"223","72777"
"223","94867"
"223","21827"
"224","67998"
"225","60815"
"225","68301"
"225","75100"
"226","105766"
"226","49509"
"226","13636"
"227","63752"
"227","58176"
"227","74280"
"228","51352"
"228","46765"
"229","105616"
"229","107910"
"230","106466"
"230","24634"
"230","61730"
"231","54276"
"231","24940"
"232","8645"
"233","81360"
"233","66513"
"234","26052"
"235","22006"
"236","16384"
"237","5448"
"238","3768"
"239","44507"
"239","84888"
"239","63585"
"240","104626"
"240","37681"
"241","36245"
"241","46789"
"241","55044"
"242","52511"
"242","6769"
"242","55958"
"243","102231"
"243","73468"
"244","96051"
"244","10486"
"245","84899"
"246","100850"
"246","34530"
"247","11831"
"247","80805"
"247","63949"
"248","32734"
"248","53045"
"248","106641"
"249","1404"
"249","27790"
"249","85092"
"250","77892"
"251","47030"
"251","17786"
"252","12943"
"252","13084"
"253","86419"
"253","1230"
"254","71263"
"255","75273"
"256","42952"
"256","37281"
"257","88768"
"257","90387"
"258","71686"
"259","76862"
"259","57801"
"260","23328"
"260","69129"
"260","44497"
"261","16635"
"261","17103"
"261","101701"
"262","29658"
"263","104866"
"263","68884"
"263","99624"
"264","8826"
"264","34287"
"265","56707"
"266","70396"
"267","104364"
"267","100940"
"268","23437"
"268","28257"
"269","76121"
"270","43292"
"270","1597"
"270","26233"
"271","109901"
"271","67746"
"272","1199"
"272","98453"
"272","41664"
"273","109895"
"273","2746"
"273","41689"
"274","63565"
"275","47113"
"275","1171"
"276","82500"
"276","36368"
"277","71184"
"278","14681"
"278","62128"
"278","107738"
"279","22208"
"280","31864"
"280","28516"
"281","88630"
"282","71067"
"282","93799"
"282","87761"
"283","71326"
"283","104397"
"284","63561"
"285","5025"
"285","32918"
"285","91058"
"286","64277"
"286","38501"
"286","87080"
"287","104773"
"288","2388"
"288","70011"
"289","83130"
"289","32981"
"290","93679"
"290","95869"
"290","59877"
"291","106826"
"291","74838"
"291","55387"
"292","102969"
"292","50230"
"292","102848"
"293","78772"
"293","12684"
"293","69877"
"294","20817"
"294","103482"
"294","24319"
"295","20725"
"295","8312"
"295","102406"
"296","85611"
"297","72058"
"298","35759"
"299","91321"
"299","26681"
"299","79395"
"300","15260"
"300","3069"
"301","73457"
"301","34618"
"302","64291"
"302","73672"
"303","54985"
"303","79245"
"304","24758"
"304","1998"
"305","77595"
"305","84269"
"305","19409"
"306","66811"
"306","8018"
"306","12375"
"307","59040"
"308","68353"
"309","78746"
"309","65010"
"309","103395"
"310","41873"
"311","79132"
"312","95220"
"312","8588"
"312","26414"
"313","89522"
"313","101490"
"314","30910"
"314","97116"
"314","8029"
"315","85633"
"315","99953"
"316","55859"
"316","3219"
"317","12813"
"317","49928"
"318","37450"
"319","98682"
"319","55468"
"319","87672"
"320","21464"
"321","16106"
"321","99705"
"321","30045"
"322","32563"
"322","10355"
"323","101859"
"323","40987"
"324","43050"
"325","5341"
"326","85047"
"326","38466"
"326","46431"
"327","60994"
"328","38455"
"328","27920"
"328","99317"
"329","5711"
"329","73055"
"330","30776"
"331","55777"
"332","28120"
"333","6374"
"334","21759"
"334","77164"
"335","5203"
"335","78094"
"335","80158"
"336","104160"
"336","60199"
"337","60365"
"337","105267"
"337","38641"
"338","104763"
"338","5762"
"339","16806"
"339","40162"
"340","66357"
"341","56088"
"341","86464"
"341","59548"
"342","41352"
"342","93961"
"343","66854"
"343","64319"
"343","79619"
"344","93032"
"344","7950"
"344","58076"
"345","87075"
"345","5876"
"345","51125"
"346","20286"
"346","55565"
"346","21180"
"347","83663"
"347","105449"
"347","67158"
"348","87956"
"349","20562"
"350","146"
"350","106934"
"350","66509"
"351","62312"
"352","42604"
"352","2334"
"352","106427"
"353","28825"
"353","79280"
"354","24296"
"354","35022"
"355","19997"
"356","63417"
"356","20553"
"357","22922"
"357","9728"
"357","21338"
"358","74471"
"359","85160"
"360","90350"
"360","32887"
"361","50060"
"361","26061"
"361","9276"
"362","92170"
"362","41594"
"363","36130"
"363","39725"
"364","10903"
"365","31388"
"365","32078"
"365","12373"
"366","26807"
"367","106399"
"368","83782"
"368","99878"
"368","97246"
"369","75187"
"369","72698"
"370","24741"
"371","84873"
"371","85556"
"371","72121"
"372","6775"
"372","107825"
"372","87440"
"373","91153"
"374","3333"
"374","2010"
"374","42568"
"375","9991"
"376","75123"
"376","64420"
"376","70596"
"377","38630"
"377","60348"
"378","3628"
"379","98597"
"379","62838"
"380","56546"
"380","100322"
"381","39320"
"381","45778"
"382","91645"
"382","11492"
"382","78893"
"383","13647"
"384","9943"
"385","79331"
"386","83763"
"386","16278"
"387","80028"
"387","62618"
"387","80498"
"388","23521"
"388","77169"
"389","70198"
"389","60514"
"389","24773"
"390","65324"
"390","15194"
"390","91505"
"391","55604"
"391","35463"
"391","57693"
"392","20228"
"392","60115"
"393","83716"
"393","52105"
"394","102050"
"395","37930"
"396","70649"
"397","31585"
"398","4073"
"399","90153"
"399","3229"
"399","35258"
"400","103014"
"401","103843"
"401","25147"
"401","44343"
"402","41310"
"403","56286"
"403","89967"
"404","45543"
"404","7111"
"405","106582"
"405","107424"
"406","76893"
"406","4695"
"407","50818"
"408","71361"
"409","106291"
"410","76794"
"410","6059"
"410","84955"
"411","102491"
"411","55356"
"411","4041"
"412","105480"
"412","70465"
"412","4739"
"413","101847"
"413","30045"
"413","30838"
"414","37716"
"414","38296"
"414","97594"
"415","65480"
"415","98306"
"416","109276"
"416","79680"
"417","86305"
"418","75770"
"418","72073"
"418","90065"
"419","89906"
"420","35500"
"421","76747"
"421","459"
"422","103211"
"422","19195"
"422","45471"
"423","10671"
"423","41056"
"423","100442"
"424","16028"
"424","82715"
"424","100134"
"425","27459"
"425","63059"
"426","14154"
"426","77703"
"426","14388"
"427","81896"
"428","48498"
"428","45477"
"428","54386"
"429","23056"
"429","49125"
"429","86719"
"430","97596"
"430","102593"
"431","18952"
"431","81997"
"432","30482"
"432","107829"
"432","97473"
"433","8630"
"433","63588"
"434","102909"
"434","102105"
"434","48234"
"435","36125"
"435","28291"
"436","91751"
"437","11409"
"437","100564"
"438","54094"
"439","42940"
"439","33729"
"439","54686"
"440","8748"
"441","69672"
"442","959"
"443","41904"
"443","102459"
"443","767"
"444","16243"
"444","21844"
"444","24187"
"445","66189"
"445","94414"
"446","61767"
"446","25179"
"446","68392"
"447","91293"
"448","31608"
"448","58867"
"448","31012"
"449","11397"
"449","78676"
"449","49430"
"450","104961"
"450","52858"
"450","101870"
"451","109448"
"451","6828"
"452","2825"
"452","20493"
"453","85829"
"453","88989"
"454","54045"
"455","16794"
"455","27205"
"455","103080"
"456","48717"
"457","60243"
"457","25765"
"458","52271"
"458","23842"
"458","61408"
"459","99597"
"459","93631"
"460","9063"
"460","95491"
"460","11917"
"461","99514"
"462","3900"
"463","47489"
"464","107565"
"464","17046"
"465","14334"
"465","59450"
"466","27505"
"467","13497"
"468","9205"
"469","71251"
"469","102213"
"470","92378"
"470","68076"
"471","45819"
"471","79299"
"472","41481"
"472","72468"
"473","107293"
"474","62239"
"474","47141"
"474","51446"
"475","45957"
"476","48024"
"476","107089"
"477","68023"
"477","16707"
"478","42049"
"479","32336"
"479","67674"
"480","79338"
"480","57360"
"480","25809"
"481","98182"
"481","76593"
"482","85382"
"482","90559"
"483","87260"
"483","87004"
"484","91646"
"484","106436"
"484","76577"
"485","89060"
"486","87304"
"486","100285"
"486","31909"
"487","99691"
"488","20642"
"489","22646"
"489","71749"
"489","28835"
"490","105856"
"490","93535"
"491","89490"
"491","81386"
"491","7336"
"492","106006"
"492","68905"
"492","939"
"493","20484"
"493","20594"
"494","106931"
"495","98502"
"496","21717"
"496","23935"
"496","80860"
"497","84441"
"498","64920"
"498","16243"
"498","87563"
"499","93114"
"499","102489"
"499","27680"
"500","73281"
"500","34582"
"500","107341"
"501","89510"
"501","105760"
"501","73292"
"502","98167"
"502","65570"
"502","78673"
"503","84045"
"504","75413"
"505","16777"
"506","25930"
"506","57994"
"507","9408"
"508","1154"
"508","50414"
"508","90522"
"509","24270"
"510","11478"
"510","46051"
"510","95803"
"511","72484"
"512","21294"
"513","784"
"513","42041"
"514","46209"
"514","42356"
"515","104954"
"515","74818"
"515","100270"
"516","3878"
"516","54524"
"517","11939"
"517","32033"
"518","98955"
"518","67212"
"518","25451"
"519","103797"
"520","66046"
"521","45998"
"521","86719"
"521","59113"
"522","45821"
"522","41666"
"523","76912"
"524","33841"
"524","107244"
"524","72421"
"525","47298"
"525","105234"
"525","10504"
"526","24838"
"526","58288"
"527","93897"
"527","109253"
"528","80133"
"528","18570"
"529","27057"
"530","43976"
"530","3036"
"530","14195"
"531","28187"
"532","18738"
"532","36140"
"532","71557"
"533","79140"
"533","81057"
"534","43726"
"535","9755"
"536","73638"
"536","26238"
"537","13812"
"537","45698"
"538","85174"
"539","4911"
"539","44535"
"540","105731"
"540","105743"
"541","26082"
"542","7287"
"542","26983"
"543","68395"
"543","60053"
"544","67664"
"544","77328"
"545","47141"
"546","88204"
"546","1795"
"546","68227"
"547","99479"
"548","97698"
"548","91115"
"548","99603"
"549","13497"
"549","3786"
"550","103835"
"550","82692"
"550","76248"
"551","47816"
"552","59054"
"552","22239"
"553","45621"
"553","279"
"554","56771"
"555","39989"
"556","77180"
"556","98097"
"556","83565"
"557","92789"
"557","25435"
"557","7928"
"558","95234"
"559","50273"
"560","18021"
"561","93672"
"561","50677"
"562","41989"
"563","33948"
"563","102050"
"563","30443"
"564","87983"
"564","67626"
"564","25848"
"565","1599"
"565","1361"
"566","38113"
"566","88397"
"566","102386"
"567","84892"
"568","95926"
"568","6881"
"568","50172"
"569","8497"
"570","21811"
"570","28789"
"571","45832"
"571","15585"
"572","66932"
"573","108569"
"574","16684"
"574","92454"
"574","109074"
"575","38963"
"576","46821"
"576","80204"
"576","78734"
"577","72377"
"577","28037"
"578","71521"
"578","69324"
"578","73701"
"579","29219"
"579","41808"
"580","99841"
"580","102314"
"581","46359"
"581","63040"
"581","54792"
"582","42328"
"582","58716"
"583","16108"
"583","29944"
"584","20406"
"584","97268"
"585","9090"
"585","44859"
"585","54744"
"586","105146"
"587","10535"
"587","62340"
"587","59570"
"588","70641"
"588","84633"
"588","25786"
"589","843"
"590","83615"
"591","40378"
"592","72389"
"592","76488"
"592","39837"
"593","53177"
"593","257"
"594","45370"
"594","35346"
"595","71531"
"595","86556"
"596","109335"
"596","42729"
"596","3727"
"597","94235"
"597","90510"
"597","63730"
"598","44566"
"599","50787"
"600","16540"
"600","61734"
"600","8656"
"601","16386"
"601","72393"
"602","14525"
"602","93932"
"602","102462"
"603","16372"
"603","64847"
"604","56525"
"605","68656"
"606","79962"
"606","63548"
"607","43194"
"607","81124"
"608","16595"
"608","106420"
"609","85078"
"610","93142"
"610","29054"
"611","88024"
"611","62469"
"612","14648"
"612","86511"
"613","67524"
"613","83032"
"613","77348"
"614","81940"
"615","78093"
"615","104212"
"615","43776"
"616","107767"
"617","51220"
"617","86076"
"618","53464"
"618","68432"
"618","21280"
"619","69676"
"620","33162"
"620","21435"
"620","61355"
"621","17620"
"622","44098"
"622","60624"
"622","82782"
"623","45536"
"623","13010"
"623","19779"
"624","8876"
"624","65954"
"624","26127"
"625","47359"
"625","34217"
"626","29475"
"626","48147"
"626","57245"
"627","79917"
"627","46976"
"627","45711"
"628","86342"
"628","69832"
"629","57625"
"629","109749"
"629","36739"
"630","99430"
"630","43721"
"630","5959"
"631","29696"
"631","20909"
"632","59068"
"633","76112"
"634","18968"
"635","58853"
"635","94361"
"636","12041"
"636","106643"
"637","86740"
"638","39352"
"639","83452"
"639","55390"
"639","62872"
"640","38551"
"640","60626"
"640","2208"
"641","35800"
"642","99438"
"642","53974"
"643","66876"
"643","101036"
"643","8703"
"644","67453"
"645","109875"
"646","87012"
"646","41005"
"646","272"
"647","78393"
"647","78597"
"648","80242"
"648","76430"
"648","99851"
"649","80379"
"649","32505"
"650","84200"
"650","63290"
"650","37215"
"651","51292"
"651","76346"
"651","9466"
"652","71022"
"652","98875"
"652","75740"
"653","162"
"654","79484"
"654","101375"
"655","48032"
"655","71678"
"655","91876"
"656","12658"
"656","5463"
"657","69726"
"657","38651"
"657","99560"
"658","81731"
"658","35686"
"658","8769"
"659","13889"
"659","15661"
"660","20855"
"660","66704"
"661","10581"
"662","88576"
"663","106295"
"663","22151"
"663","71182"
"664","66995"
"665","240"
"665","71326"
"666","35250"
"667","83215"
"667","6433"
"668","14869"
"669","8847"
"669","54786"
"669","74777"
"670","64790"
"670","46362"
"670","23418"
"671","54942"
"672","63862"
"672","36434"
"672","88743"
"673","27882"
"673","76635"
"674","106555"
"674","80739"
"675","81288"
"676","59934"
"676","86861"
"677","90667"
"677","7413"
"678","15827"
"678","24222"
"679","74844"
"680","24974"
"680","21549"
"680","25155"
"681","10703"
"682","17500"
"682","74663"
"683","107447"
"683","53131"
"684","16382"
"684","27269"
"684","92724"
"685","54556"
"685","20572"
"685","38101"
"686","55617"
"686","77965"
"686","89935"
"687","31322"
"688","84888"
"688","23309"
"688","25641"
"689","52285"
"689","44557"
"689","28810"
"690","38585"
"691","51543"
"692","9070"
"693","37338"
"693","50975"
"693","22300"
"694","97608"
"694","8244"
"695","26356"
"696","1217"
"696","28665"
"697","7265"
"698","48133"
"698","104420"
"699","61749"
"700","55418"
"701","90803"
"701","44979"
"702","54983"
"702","90810"
"702","28751"
"703","82136"
"703","55574"
"703","6924"
"704","17006"
"704","32380"
"704","17445"
"705","104440"
"705","76902"
"706","64813"
"706","87650"
"707","52349"
"707","46189"
"708","107152"
"709","93213"
"709","5904"
"709","82917"
"710","78522"
"710","34246"
"710","108826"
"711","82308"
"711","57602"
"711","18116"
"712","63326"
"712","82403"
"713","99930"
"714","58279"
"715","57300"
"715","69721"
"715","22611"
"716","93636"
"716","56600"
"716","22414"
"717","80651"
"718","46890"
"719","26290"
"719","95893"
"720","59061"
"720","33408"
"720","64292"
"721","105990"
"721","74611"
"721","44027"
"722","8947"
"723","102406"
"723","17917"
"724","30270"
"724","100954"
"724","41118"
"725","49986"
"725","97772"
"726","86668"
"726","40977"
"726","36284"
"727","65528"
"727","62047"
"728","48958"
"728","27670"
"728","106689"
"729","85493"
"729","11045"
"730","93877"
"731","49229"
"731","42467"
"731","41986"
"732","51842"
"732","69306"
"732","70807"
"733","101796"
"733","99881"
"733","22557"
"734","108541"
"734","85906"
"735","59987"
"736","80048"
"736","36067"
"736","7746"
"737","104981"
"737","7982"
"738","11463"
"739","45621"
"739","51032"
"739","104266"
"740","22750"
"740","1528"
"740","85703"
"741","89347"
"742","98340"
"743","17496"
"743","12043"
"744","45979"
"744","94443"
"745","82725"
"746","46348"
"746","59816"
"746","21886"
"747","57848"
"748","16638"
"749","94029"
"749","10445"
"750","95260"
"750","22865"
"751","62389"
"752","35867"
"753","33831"
"753","73100"
"753","89296"
"754","76244"
"755","71620"
"756","48857"
"757","50963"
"757","16352"
"758","93951"
"758","47428"
"759","87302"
"760","81300"
"760","68483"
"760","65615"
"761","86214"
"762","106566"
"762","54452"
"763","101239"
"763","86811"
"763","83011"
"764","59237"
"764","38875"
"764","20150"
"765","54586"
"765","44268"
"765","70557"
"766","72748"
"766","17592"
"766","99462"
"767","64969"
"767","87355"
"768","90175"
"769","85229"
"769","8557"
"769","50373"
"770","14187"
"770","51679"
"771","19584"
"771","101597"
"771","90465"
"772","7117"
"772","13670"
"772","11222"
"773","37732"
"773","53160"
"774","107655"
"775","77895"
"776","41406"
"776","66793"
"777","30733"
"777","71306"
"777","99591"
"778","102307"
"778","66544"
"779","105728"
"779","38031"
"780","1313"
"780","56918"
"780","49410"
"781","32655"
"781","47653"
"781","14263"
"782","31216"
"782","90844"
"783","14105"
"783","5884"
"783","82548"
"784","52162"
"785","41122"
"786","461"
"786","66815"
"787","85236"
"787","39122"
"788","32556"
"788","103447"
"789","64907"
"790","59465"
"790","27889"
"790","3095"
"791","109022"
"791","71698"
"791","97272"
"792","105951"
"793","33954"
"793","52999"
"794","84036"
"794","1575"
"794","83755"
"795","88395"
"795","46585"
"795","98602"
"796","93337"
"796","59346"
"796","11082"
"797","63007"
"797","3392"
"798","102416"
"798","64038"
"798","23984"
"799","72343"
"800","2356"
"800","86295"
"801","46699"
"802","78759"
"802","76962"
"803","88051"
"803","23704"
"804","53964"
"805","91518"
"806","79031"
"806","33805"
"807","21142"
"807","24175"
"808","29367"
"808","16365"
"809","13460"
"809","29336"
"809","62990"
"810","78312"
"810","40822"
"810","8456"
"811","65425"
"812","78938"
"812","77384"
"813","56848"
"814","17430"
"814","24474"
"814","44962"
"815","68300"
"815","24371"
"816","45743"
"816","78975"
"816","80630"
"817","23470"
"817","81696"
"817","55353"
"818","103621"
"819","68903"
"819","98750"
"819","16718"
"820","25200"
"820","89304"
"820","33465"
"821","62118"
"822","40903"
"822","75062"
"823","42234"
"823","39868"
"824","69815"
"824","58459"
"825","58597"
"826","62486"
"826","94745"
"826","98317"
"827","28762"
"828","81608"
"828","38577"
"829","29166"
"829","27707"
"830","29075"
"831","94186"
"831","52098"
